ACADEMIC YEAR , SEM, COURSE NAME , COURSE TITLE , DEPT , INSTRUCTOR NAME, REGIST, DETAILS
2008-09 , 2 ,AE629 ,ADVANCES IN WIND ENERGY CONVERSION , AE ,K GHOSH,5,Click for details
2008-09 , 1 ,AE641 ,SPACE DYNAMICS-I , AE ,HARI B HABLANI,32,Click for details
2008-09 , 2 ,AE645 ,SPACECRAFT GUIDANCE NAVIGATION AND CONTROL , AE ,HARI B HABLANI,21,Click for details
2008-09 , 1 ,AE647 ,FLIGHT DYNAMICS , AE ,A TEWARI,2,Click for details
2008-09 , 2 ,AE648 ,FLIGHT STABILITY AND CONTROL , AE ,A TEWARI,2,Click for details
2008-09 , 2 ,AE649 ,AUTOMATIC CONTROL OF AIRCRAFT ROCKETS AND SPACECRAFT , AE ,A TEWARI,7,Click for details
2008-09 , 1 ,AE652 ,AIRCRAFT PROPULSION , AE ,A KUSHARI,2,Click for details
2008-09 , 2 ,AE662 ,ROCKET ENGINE DESIGN , AE ,D P MISHRA,2,Click for details
2008-09 , 3 ,AE662 ,ROCKET ENGINE DESIGN , AE ,D P MISHRA,2,Click for details
2008-09 , 1 ,AE670 ,AEROSPACE STRUCTURAL ANALYSIS - I , AE ,P MOHITE,5,Click for details
2008-09 , 1 ,AE675 ,INTRODUCTION TO FINITE ELEMENT METHODS , AE ,C S UPADHYAY,15,Click for details
2008-09 , 1 ,AE676 ,AEROELASTICITY , AE ,C  VENKATSAN,3,Click for details
2008-09 , 2 ,AE681 ,COMPOSITE MATERIALS , AE ,P M MOHITE,28,Click for details
2008-09 , 2 ,AE687 ,AEROSPACE STRUC ANALYSIS II , AE ,D YADAV,5,Click for details
2008-09 , 1 ,AE688 ,DYNAMICS AND VIBRATION , AE ,D YADAV,6,Click for details
2008-09 , 1 ,AE696 ,"INSTRUMENTATION, MEASUREMENTS AND EXPERIMENTS IN FLUIDS ", AE ,E RATHAKRISHNAN,26,Click for details
2008-09 , 2 ,AE698 ,INTRO TO VIRTUAL INSTRUMENTATION , AE ,K PODDAR,23,Click for details
2008-09 , 1 ,AE699 ,M TECH THESIS , AE ,CONVENOR DPGC,35,Click for details
2008-09 , 2 ,AE699 ,M TECH THESIS , AE ,CONVENOR  DPGC,53,Click for details
2008-09 , 3 ,AE699 ,M TECH THESIS , AE ,CONVENOR,21,Click for details
2008-09 , 3 ,AE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , AE ,CONVENOR DUGC,0
2008-09 , 2 ,AE701 ,NONLINEAR FINITE ELEMENT METHOD , AE ,C S UPADHYAY,4,Click for details
2008-09 , 2 ,AE753 ,THEORY OF COMBUSTION , AE ,A KUSHARI,23,Click for details
2008-09 , 1 ,AE799 ,PHD THESIS , AE ,CONVENOR DPGC,31,Click for details
2008-09 , 2 ,AE799 ,PHD THESIS , AE ,CONVENER DPGC,28,Click for details
2008-09 , 3 ,AE799 ,PHD THESIS , AE ,CONVENER DPGC,2,Click for details
2008-09 , 2 ,ART101 ,INTRODUCTION TO INDIAN ART AND CIVILIZATION , HSS ,COURSE DROPPED,0
2008-09 , 2 ,ART105 ,INTRODUCTION TO THE ART OF VIDEO MAKING , HSS ,SATYAKI ROY,91,Click for details
2008-09 , 2 ,ART402 ,MODERN ART , HSS ,KOPUMUDI P  PATIL,48,Click for details
2008-09 , 1 ,ART410 ,VIDEO PRODUCTION - THEORY & PRACTICE , HSS ,SATYKI ROY,110,Click for details
2008-09 , 2 ,BSE100 ,INTRODUCTION TO BIOLOGICAL SCIENCES &amp; BIOENGG. , BSBE ,CONVENER DUGC,27,Click for details
2008-09 , 1 ,BSE212 ,MOLECULAR BIOLOGY , BSBE ,A BANDYOPADHYAY,27,Click for details
2008-09 , 2 ,BSE216 ,BIOCHEMISTRY , BSBE ,A BANDOPADHYAY,26,Click for details
2008-09 , 2 ,BSE292 ,BSBE LAB-I MOLECUTAR BIOLOGY , BSBE ,P SINHA,26,Click for details
2008-09 , 2 ,BSE314 ,BIOMECHANICS , BSBE ,A PAL,6,Click for details
2008-09 , 1 ,BSE322 ,STRUCTURAL BIOLOGY &amp; BIOINFORMATICS , BSBE ,B PRAKASH,22,Click for details
2008-09 , 1 ,BSE341 ,BIOCHEMICAL ENGINEERING , BSBE ,ASHOK KUMAR,22,Click for details
2008-09 , 1 ,BSE352 ,BIOMATERIALS , BSBE ,D K KATTI,20,Click for details
2008-09 , 1 ,BSE391 ,BSBE LAB-II BIOCHEMISTRY &amp; BIOCHEM. ENGG. , BSBE ,S GANESH,23,Click for details
2008-09 , 2 ,BSE392 ,BSBE LAB III STRUCTURAL BIOL. &amp; BIOINFORMATICS , BSBE ,R SANKARARAMAKRISHNAN,21,Click for details
2008-09 , 1 ,BSE452 ,BIOMATERIALS , BSBE ,D S KATTI,26,Click for details
2008-09 , 2 ,BSE454 ,INTRODUCTION TO TISSUE ENGG. , BSBE ,D S KATTI,23,Click for details
2008-09 , 2 ,BSE460 ,TRENDS IN BIOLOGY AND BIOENGINEERING RESEARCH , BSBE ,CONVENER DUGC,10,Click for details
2008-09 , 2 ,BSE462 ,METHODS IN BIO-TECHNOLOGY-1 , BSBE ,A KUMAR,32,Click for details
2008-09 , 1 ,BSE491 ,BSBE LAB IV BIOMECHANICS &amp; BIOMATERIALS , BSBE ,ANUPAM PAL,27,Click for details
2008-09 , 1 ,BSE498 ,PROJECT I , BSBE ,CONVENER DUGC,26,Click for details
2008-09 , 2 ,BSE499 ,PROJECT II , BSBE ,CONVENOR DUGC,26,Click for details
2008-09 , 1 ,BSE612 ,MATHEMATICS &amp; STATISTICS FOR BIOLOGISTS , BSBE ,ANUPAM PAL,18,Click for details
2008-09 , 1 ,BSE613 ,CELL &amp; MOLECULAR BIOLOGY , BSBE ,K SUBRAMANIAM,21,Click for details
2008-09 , 1 ,BSE629 ,NEUROBIOLOGY , BSBE ,JONAKI SEN,39,Click for details
2008-09 , 1 ,BSE630 ,DEVELOPMENTAL BIOLOGY I , BSBE ,K SUBRAMANIAM,12,Click for details
2008-09 , 2 ,BSE631 ,DEVELOPMENTAL BIOLOGY II , BSBE ,P SINHA,7,Click for details
2008-09 , 1 ,BSE632 ,STRUCTURAL BIOLOGY &amp; BIOPHYSICS , BSBE ,R SANKARARAMAKRISHNAN,17,Click for details
2008-09 , 1 ,BSE633 ,BIOINFORMATICS AND COMPUTATIONAL BIOLOGY , BSBE ,R SANKARARAMAKRISHNAN,3,Click for details
2008-09 , 2 ,BSE634 ,FUNCTIONAL GENOMICS , BSBE ,K SUBRAMANIAM,18,Click for details
2008-09 , 2 ,BSE636 ,HUMAN MOLECULAR GENETICS , BSBE ,S GANESH,9,Click for details
2008-09 , 2 ,BSE638 ,STRUCTURAL BASIS OF PROTEIN FUNCTION , BSBE ,B PRAKASH,4,Click for details
2008-09 , 1 ,BSE640 ,BIOMATERIALS , BSBE ,D S KATTI,16,Click for details
2008-09 , 1 ,BSE641 ,BIOLOGY LAB , BSBE ,D S KATTI,2,Click for details
2008-09 , 2 ,BSE641 ,BIOLOGY LAB , BSBE ,CONVENER DPGC,6,Click for details
2008-09 , 3 ,BSE641 ,BIOLOGY LAB , BSBE ,A BANDOPADHYAY,0
2008-09 , 2 ,BSE652 ,TISSUE ENGINEERING , BSBE ,D S KATTI,10,Click for details
2008-09 , 1 ,BSE671 ,RESEARCH METHODS IN BIOLOGICAL SCIENCES , BSBE ,D S KATTI,3,Click for details
2008-09 , 2 ,BSE671 ,RESEARCH METHODS IN BIOLOGICAL SCIENCES , BSBE ,CONVENER DPGC,4,Click for details
2008-09 , 3 ,BSE671 ,RESEARCH METHODS IN BIOLOGICAL SCIENCES , BSBE ,A BANDOPADHYAY,3,Click for details
2008-09 , 1 ,BSE681 ,SPECIAL TOPICS IN BIOLOGICAL SCIENCES &amp; BIOENGINEERING , BSBE ,D S KATTI,0
2008-09 , 2 ,BSE681 ,SPECIAL TOPICS IN BIOLOGICAL SCIENCES &amp; BIOENGINEERING , BSBE ,CONVENER DPGC,2,Click for details
2008-09 , 3 ,BSE681 ,SPECIAL TOPICS IN BIOLOGICAL SCIENCES &amp; BIOENGINEERING , BSBE ,A BANDOPADHYAY,3,Click for details
2008-09 , 1 ,BSE699 ,M.TECH THESIS , BSBE ,D S KATTI,15,Click for details
2008-09 , 2 ,BSE699 ,M.TECH THESIS , BSBE ,CONVENER DPGC,23,Click for details
2008-09 , 3 ,BSE699 ,M.TECH THESIS , BSBE ,CONVENER DPGC,3,Click for details
2008-09 , 1 ,BSE701 ,SEMINAR , BSBE ,D S KATTI,20,Click for details
2008-09 , 2 ,BSE701 ,SEMINAR , BSBE ,CONVENER DPGC,7,Click for details
2008-09 , 1 ,BSE702 ,SEMINAR , BSBE ,D S KATTI,20,Click for details
2008-09 , 2 ,BSE702 ,SEMINAR , BSBE ,CONVENER DPGC,7,Click for details
2008-09 , 1 ,BSE799 ,PHD THESIS , BSBE ,D S KATTI,51,Click for details
2008-09 , 2 ,BSE799 ,PHD THESIS , BSBE ,CONVENER DPGC,50,Click for details
2008-09 , 2 ,CE100 ,INTRODUCTION TO PROFESSION , CE ,SUDHIR MISRA,79,Click for details
2008-09 , 2 ,CE222 ,STRUTURAL ANALYSIS , CE ,D C RAI,72,Click for details
2008-09 , 2 ,CE242 ,ENGINEERING GEOSCIENCES , CE ,D PAUL,73,Click for details
2008-09 , 1 ,CE251 ,CONSTRUCTION MATERIALS , CE ,S MISRA,72,Click for details
2008-09 , 1 ,CE311 ,ENGINEERING HYDROLOGY , CE ,P K MOHAPATRA,73,Click for details
2008-09 , 2 ,CE312N ,HYDRAULIC ENGINEERING , CE ,P K MOHAPATRA,77,Click for details
2008-09 , 1 ,CE321 ,DESIGN OF STEEL STRUCTURES , CE ,PAVITRA SAHA,62,Click for details
2008-09 , 2 ,CE322 ,DESIGN OF REINFORCED CONCRETE STRUCTURES , CE ,A KUMAR,71,Click for details
2008-09 , 1 ,CE331 ,SOIL MECHANICS , CE ,P K BASUDHAR,63,Click for details
2008-09 , 2 ,CE332 ,GEOTECHNICAL ENGINEERING , CE ,N R PATRA,63,Click for details
2008-09 , 1 ,CE361 ,ENVIRONMENTAL QUALITY &amp; POLLUTION , CE ,T GUPTA,70,Click for details
2008-09 , 2 ,CE362 ,WATER SUPPLY &amp; WASTWATER ENGINEERING , CE ,V TARE,87,Click for details
2008-09 , 1 ,CE371 ,GEOINFORMATICS , CE ,ONKAR DIXIT,69,Click for details
2008-09 , 2 ,CE373 ,SURVEY AND GEOLOGY CAMP , CE ,B LOHANI,63,Click for details
2008-09 , 2 ,CE382 ,TRANSPORTATION ENGINEERING , CE ,A DAS,65,Click for details
2008-09 , 1 ,CE411 ,ENGINEERING HYDROLOGY , CE ,P K MOHAPATRA,52,Click for details
2008-09 , 1 ,CE421 ,STRUCTURAL DESIGN III , CE ,S K JAIN,17,Click for details
2008-09 , 2 ,CE442 ,PHYSICAL AND ENVIRONMENTAL GEOLOGY , CE ,R SINHA,40,Click for details
2008-09 , 1 ,CE451 ,SYSTEMS ANALYSIS IN CIVIL ENGG. , CE ,P K BASUDHAR,57,Click for details
2008-09 , 1 ,CE462 ,ENVIRONMENTAL MANAGEMENT IN INDUSTRIES , CE ,M SHARMA,37,Click for details
2008-09 , 1 ,CE491 ,PROJECT-I , CE ,CONVENOR DUGC,42,Click for details
2008-09 , 2 ,CE492 ,PROJECT II , CE ,DUGC CONVENER,42,Click for details
2008-09 , 1 ,CE602N ,ADVANCED MATHEMATICS FOR CIVIL ENGINEERS , CE ,AMIT PRASHANT,50,Click for details
2008-09 , 1 ,CE611N ,ENGINEERING HYDRAULICS , CE ,RAJESH SRIVASTAVA,8,Click for details
2008-09 , 2 ,CE612 ,FLUID MECHANICS LABORATORY , CE ,P K MOHAPATRA,14,Click for details
2008-09 , 2 ,CE614 ,STOCHASTIC HYDROLOGY , CE ,A JAIN,7,Click for details
2008-09 , 1 ,CE620 ,STRUCTURAL DYNAMICS , CE ,V K GUPTA,18,Click for details
2008-09 , 1 ,CE621N ,ENGINEERING MECHANICS , CE ,S K CHAKRABARTI,10,Click for details
2008-09 , 2 ,CE622N ,STABILITY OF STRUCTURES , CE ,J S HANSEN,14,Click for details
2008-09 , 1 ,CE623N ,EXPERIMENTAL METHODS IN STRUCTURAL ENGINEERNIG , CE ,D C RAI,17,Click for details
2008-09 , 2 ,CE628 ,DURABILITY OF CONCRETE STRUCTURES , CE ,S MISRA,27,Click for details
2008-09 , 2 ,CE629 ,EARTHQUAKE ANALYSIS AND DESIGN OF STRUCTURES , CE ,S K JAIN,17,Click for details
2008-09 , 1 ,CE631N ,ADVANCED GEOTECHNICAL ENGINEERING , CE ,AMIT PRASHANT,7,Click for details
2008-09 , 2 ,CE632N ,FOUNDATION ANALYSIS AND DESIGN , CE ,P K BASUDHAR,47,Click for details
2008-09 , 2 ,CE635 ,FOUNDATION DYNAMICS , CE ,P GHOSH,13,Click for details
2008-09 , 2 ,CE637 ,CONSTITUTIVE MODELING OF FRICTIONAL MATERIALS , CE ,A PRASHANT,6,Click for details
2008-09 , 1 ,CE638N ,GEOTECHNICAL INVESTIGATIONS FOR CIVIL ENGINEERING PROJECTS , CE ,N R PATRA,6,Click for details
2008-09 , 1 ,CE639 ,ANALYTICAL AND NUMERICAL METHODS IN GEOMECHANICS , CE ,P GHOSH,10,Click for details
2008-09 , 2 ,CE640 ,EARTH SYSTEM PROCESSES , CE ,R SINHA,4,Click for details
2008-09 , 1 ,CE642 ,GEOLOGICAL HAZARDS , CE ,J N MALIK,17,Click for details
2008-09 , 1 ,CE644 ,SATELLITE REMOTE SENSING &amp; GIS FOR GEORESOURCE EVALUATION , CE ,R SINHA,8,Click for details
2008-09 , 2 ,CE645 ,PHOTOGEOLOGY IN TERRAIN EVALUATION , CE ,J N MALIK,6,Click for details
2008-09 , 1 ,CE648 ,LABORATORY PRACTICES IN GEOSCIENCES , CE ,R SINHA,6,Click for details
2008-09 , 2 ,CE648 ,LABORATORY PRACTICES IN GEOSCIENCES , CE ,J N MALIK,3,Click for details
2008-09 , 1 ,CE671N ,INTRODUCTION TO REMOTE SENSING , CE ,B LOHANI,16,Click for details
2008-09 , 2 ,CE672 ,MACHINE PROCESSING OF REMOTELY SENSED DATA , CE ,O DIKSHIT,9,Click for details
2008-09 , 2 ,CE673N ,"INSTRUMENTATION, LABORATORY AND FIELD PRACTICES IN GEOINFORMATICS ", CE ,B LOHANI,6,Click for details
2008-09 , 2 ,CE676 ,PRECISION REMOTE SENSING , CE ,B LOHANI,9,Click for details
2008-09 , 1 ,CE677N ,GEOSPATIAL DATA PROCESSING , CE ,ONKAR DIXIT,9,Click for details
2008-09 , 2 ,CE682N ,ANALYSIS AND DESIGN OF TRANSPORTATION INFRASTRUCTURE , CE ,A DAS,5,Click for details
2008-09 , 1 ,CE683 ,TRAFFIC ENGINEERING , CE ,P CHAKROBORTY,5,Click for details
2008-09 , 1 ,CE689N ,CHARACTERIZATION OF PAVEMENT MATERIALS AND ANALYSIS OF PAVEMENTS , CE ,A  DAS,19,Click for details
2008-09 , 2 ,CE690 ,LABORATORY COURSE IN TRANSPORTATION ENGINEERING , CE ,A DAS,5,Click for details
2008-09 , 2 ,CE690N ,LABORATORY COURSE IN TRANSPORTATION ENGINEERING , CE ,A DAS,0
2008-09 , 1 ,CE699 ,M. TECH THESIS , CE ,CONVENOR DPGC,58,Click for details
2008-09 , 2 ,CE699 ,M. TECH THESIS , CE ,CONVENOR DUGC,68,Click for details
2008-09 , 3 ,CE699 ,M. TECH THESIS , CE ,CONVENOR,23,Click for details
2008-09 , 1 ,CE699. ,M.TECH THESIS (FOR DUAL DEGREE ONLY) , CE ,CONVENOR DUGC,0
2008-09 , 2 ,CE699. ,M.TECH THESIS (FOR DUAL DEGREE ONLY) , CE ,DUGC CONVNER,0
2008-09 , 3 ,CE699. ,M.TECH THESIS (FOR DUAL DEGREE ONLY) , CE ,CONVENOR DUGC,0
2008-09 , 2 ,CE717 ,GROUNDWATER HYDROLOGY &amp; POLLUTANT TRANSPORT , CE ,R SRIVASTAVA,22,Click for details
2008-09 , 1 ,CE799 ,PHD THESIS , CE ,CONVENOR DPGC,29,Click for details
2008-09 , 2 ,CE799 ,PHD THESIS , CE ,CONVENOR DPGC,34,Click for details
2008-09 , 2 ,CHE100 ,INTRODUCTION TO PROFESSION , CHE ,P K BHATTACHARYA,57,Click for details
2008-09 , 2 ,CHE211 ,FLUID MECHANICS , CHE ,A SHARMA,52,Click for details
2008-09 , 3 ,CHE211 ,FLUID MECHANICS , CHE ,V SHANKAR,5,Click for details
2008-09 , 2 ,CHE221 ,CHEMICAL ENGINEERING THERMODYNAMICS , CHE ,AGHATAK,50,Click for details
2008-09 , 1 ,CHE251 ,CHEMICAL PROCESS CALCULATION , CHE ,J K SINGH,52,Click for details
2008-09 , 1 ,CHE312 ,HEAT AND MASS  TRANSFER , CHE ,R P CHHABRA,50,Click for details
2008-09 , 2 ,CHE313 ,SEPARATION PROCESSES , CHE ,N VERMA,47,Click for details
2008-09 , 1 ,CHE331 ,CHEMICAL REACTION ENGINEERING , CHE ,S GARG,52,Click for details
2008-09 , 1 ,CHE361 ,CHEMICAL PROCESS INDUSTRIES , CHE ,P APTE,53,Click for details
2008-09 , 2 ,CHE362 ,BIOCHEMICAL ENGINEERING , CHE ,G DEO,50,Click for details
2008-09 , 2 ,CHE381 ,PROCESS DYNAMICS AND CONTROL , CHE ,N KAISTHA,48,Click for details
2008-09 , 2 ,CHE391 ,UNIT OPERATION LABORATORY-I , CHE ,N VERMA,47,Click for details
2008-09 , 1 ,CHE452 ,COMPUTER APPLICATIONS IN CHEMICAL ENGG. , CHE ,A KHANNA,53,Click for details
2008-09 , 2 ,CHE453 ,CHEMICAL ENGINEERING DESIGN , CHE ,A KUMAR,50,Click for details
2008-09 , 2 ,CHE463 ,ELECTRONIC POLYMERIC &amp; CERAMIC MATERIALS &amp; PROCESSING , CHE ,S PANDA,49,Click for details
2008-09 , 1 ,CHE492 ,UNIT OPERATION LAB II , CHE ,ANIMANSHU GHATAK,50,Click for details
2008-09 , 2 ,CHE492 ,UNIT OPERATION LAB II , CHE ,CONVENOR DUGC,0
2008-09 , 1 ,CHE494 ,SUMMER IN-PLANT TRAINING , CHE ,P K BHATTACHARYA,50,Click for details
2008-09 , 1 ,CHE495 ,PROJECT-I , CHE ,P K BHATTACHARYA,35,Click for details
2008-09 , 1 ,CHE496 ,PROJECT II , CHE ,CONVENOR DUGC,1,Click for details
2008-09 , 2 ,CHE496 ,PROJECT II , CHE ,P K BHATTACHARYA,24,Click for details
2008-09 , 2 ,CHE600 ,RESEARCH METHODS &amp; SKILLS , CHE ,R CHHABRA,8,Click for details
2008-09 , 1 ,CHE611 ,TRANSPORT PHENOMENA , CHE ,V SHANKAR,48,Click for details
2008-09 , 1 ,CHE612 ,SCIENCE &amp; TECHNOLOGY OF DRUGS , CHE ,ANIL KUMAR,83,Click for details
2008-09 , 2 ,CHE613 ,THE STRUCTURE &amp; RHEOLOGY OF COMPLEX FLUIDS , CHE ,Y M JOSHI,9,Click for details
2008-09 , 2 ,CHE617 ,NUCLEAR CHEMICAL ENGINEERING , CHE ,A KHANNA,19,Click for details
2008-09 , 1 ,CHE618 ,NEW SEPARATION PROCESSES , CHE ,P K BHATTACHARYA,31,Click for details
2008-09 , 2 ,CHE621 ,THERMODYNAMICS , CHE ,P APTE,37,Click for details
2008-09 , 2 ,CHE622 ,INTRODUCTION TO MOLECULAR SIMULATIONS , CHE ,J K SINGH,8,Click for details
2008-09 , 2 ,CHE631 ,CHEMICAL REACTION ENGINEERING , CHE ,D KUNZRU,23,Click for details
2008-09 , 1 ,CHE633 ,PRINCIPLES OF HETEROGENEOUS CATALYSIS , CHE ,G DEO,44,Click for details
2008-09 , 1 ,CHE642 ,NUMERICAL METHODS IN CHEMICAL ENGINEERING , CHE ,NISHITH VERMA,38,Click for details
2008-09 , 2 ,CHE652 ,OPTIMIZATION , CHE ,S GARG,15,Click for details
2008-09 , 1 ,CHE659 ,PROCESS ENGG. PRINCIPLES IN MICRO. FABRICATION , CHE ,S PANDA,38,Click for details
2008-09 , 1 ,CHE662 ,PETROLEUM REFINERY ENGINEERING , CHE ,D KUNZRU,22,Click for details
2008-09 , 2 ,CHE664 ,ELECTROCHEMICAL ENERGY CONVERSION AND STORAGE , CHE ,R PALA,27,Click for details
2008-09 , 1 ,CHE677 ,INTRODUCTION TO POLYMER PHYSICS AND RHEOLOGY , CHE ,COURSE DROPPED,0
2008-09 , 1 ,CHE678 ,MECHANICS OF SOFT MATERIALS , CHE ,ANIMANSHU GHATAK,16,Click for details
2008-09 , 2 ,CHE679 ,SPECIAL TOPICS , CHE ,SIVAKUMAR,19,Click for details
2008-09 , 1 ,CHE681 ,ADVANCED PROCESS DYNAMICS &amp; CONTROL , CHE ,NITIN KAISTHA,12,Click for details
2008-09 , 1 ,CHE688 ,FUNDM. OF COLLOID &amp; INTERFACE SCI. &amp; TECH. , CHE ,ASHUTOSH SHARMA,24,Click for details
2008-09 , 1 ,CHE699 ,M TECH THESIS , CHE ,CONVENOR DPGC,54,Click for details
2008-09 , 2 ,CHE699 ,M TECH THESIS , CHE ,CONVENOR DPGC,90,Click for details
2008-09 , 3 ,CHE699 ,M TECH THESIS , CHE ,CONVENOR,21,Click for details
2008-09 , 2 ,CHE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CHE ,DUGC CONVENER,0
2008-09 , 3 ,CHE699. ,M TECH THESIS (FOR DUAL DEGREE ONLY) , CHE ,CONVENOR DUGC,0
2008-09 , 1 ,CHE701 ,M. TECH. SEMINAR , CHE ,S PANDA,43,Click for details
2008-09 , 1 ,CHE702 ,M TECH SEMINAR , CHE ,S PANDA,0
2008-09 , 2 ,CHE702 ,M TECH SEMINAR , CHE ,Y M JOSHI,48,Click for details
2008-09 , 1 ,CHE799 ,PHD THESIS , CHE ,CONVENOR DPGC,40,Click for details
2008-09 , 2 ,CHE799 ,PHD THESIS , CHE ,CONVENOR DPGC,44,Click for details
2008-09 , 1 ,CHE801 ,PHD SEMINAR , CHE ,S PANDA,15,Click for details
2008-09 , 1 ,CHE802 ,PHD SEMINAR , CHE ,S PANDA,0
2008-09 , 2 ,CHE802 ,PHD SEMINAR , CHE ,Y M JOSHI,7,Click for details
2008-09 , 2 ,CHM100 ,INTRODUCTION TO PROFESSION , CHM ,M K GHORAI,13,Click for details
2008-09 , 1 ,CHM101N ,CHEMISTRY LAB , CHM ,B D GUPTA,293,Click for details
2008-09 , 2 ,CHM101N ,CHEMISTRY LAB , CHM ,G ANANTRAMAN,285,Click for details
2008-09 , 1 ,CHM201N ,CHEMISTRY , CHM ,J N MOORTHY,501,Click for details
2008-09 , 3 ,CHM201N ,CHEMISTRY , CHM ,D GOSWAMI,21,Click for details
2008-09 , 2 ,CHM201R ,GENERAL CHEMISTRY , CHM ,S. MANOGARAN,26,Click for details
2008-09 , 1 ,CHM205 ,INDUSTRIAL ORGANIC CHEMISTRY , CHM ,M K GHORAI,1,Click for details
2008-09 , 2 ,CHM222 ,BASIC PHYSICAL CHEMISTRY , CHM ,M RANGANATHAN,24,Click for details
2008-09 , 1 ,CHM301 ,BASIC ORGANIC CHEMISTRY-I , CHM ,S VERMA,12,Click for details
2008-09 , 2 ,CHM302 ,BASIC ORGANIC CHEMISTRY II , CHM ,M L N RAO,12,Click for details
2008-09 , 2 ,CHM341 ,BASIC INORGANIC CHEMISTRY , CHM ,V CHANDRASEKHAR,28,Click for details
2008-09 , 2 ,CHM343 ,INORGANIC CHEMISTRY LAB , CHM ,B D GUPTA,12,Click for details
2008-09 , 1 ,CHM401 ,ORGANIC CHEMISTRY I , CHM ,V K YADAV,44,Click for details
2008-09 , 2 ,CHM402 ,ORGANIC CHEMISTRY II , CHM ,V K YADAV,38,Click for details
2008-09 , 2 ,CHM404 ,ORGANIC CHEMISTRY LAB. , CHM ,S VERMA,12,Click for details
2008-09 , 1 ,CHM421 ,PHYSICAL CHEMISTRY I , CHM ,M RANGANATHAN,43,Click for details
2008-09 , 2 ,CHM422 ,PHYSICAL CHEMISTRY , CHM ,K SRIHARI,42,Click for details
2008-09 , 1 ,CHM423 ,PHYSICAL CHEMISTRY LAB , CHM ,S S MANOHARAN,42,Click for details
